0,371,0,153.4938,0,370.0319,0,164.1234,0,170.1165,0,289.643,0,347.5082,0,172.3547,0,168.2186,0,189.2913,0,141.737,0,152.5345,0,156.8234,0,229.4969,0,323.5274,0,202.1919,0,205.4209,0,274.1262,0,272.8596,0,151.6127,0,182.8552,0,383.2527,0,211.6697,0,155,0,253.9287,0,199.6303,0,175.947,0,152.0189,0,179.3858,0,245.2549,0,182.2043,0,331.8189,0,206.8716,0,246.946,0,204.4254,0,198.5808,0,179.9744,0,199.6862,0,206.9692,0,172.0294,0,183.6606,0,154.9416,0,167.7652,0,216.8339,0,160.4016,0,273.4855,0,175.3252,0,169.6087,0,266.6745,0,271.6532,0,250.7254,0,198.7654,0,296.8786,0,159.7744,0,158.3965,0,325.5855,0,154.3875,0,172.1213,0,227.5386,0,238.1543,0,484.3559,0,357.7819,0,364.3212,0,160.9039,0,345.2011,0,159.6299,0,275.8638,0,253.2404,0,287.2412,0,167.4468,0,234.1471,0,229.6696,0,230.0165,0,227.3364,0,246.2105,0,199.1248,0,308.0935,0,243.9333,0,226.8106,0,196.86,0,194.3939,0,231.5354,0,212.6867,0,154.31,0,247.6594,0,161.8697,0,151.1802,0,160.5202,0,208.8135,0,238.5559,0,258.5298,0,150.0953,0,530.0338,0,306.6423,0,149.3005,0,174.4241,0,261.167,0,332.5242,0,182.4217,0,212.2572
0.0663,489.7043,0.0663,158.9258,0.0663,438.0261,0.0663,169.3061,0.0663,185.5073,0.0663,369.0422,0.0663,422.8853,0.0663,179.8717,0.0663,172.552,0.0663,196.9314,0.0663,150.4001,0.0663,159.5126,0.0663,165.7116,0.0663,223.8289,0.0663,304.3101,0.0663,198.0766,0.0663,238.3506,0.0663,300.2677,0.0663,339.6914,0.0663,150.1557,0.0663,174.4343,0.0663,354.5117,0.0663,216.2307,0.0663,168.6289,0.0663,244.142,0.0663,209.4391,0.0663,177.3573,0.0663,159.7182,0.0663,183.7645,0.0663,266.9218,0.0663,191.2149,0.0663,340.997,0.0663,208.3702,0.0663,271.2787,0.0663,213.6048,0.0663,210.3707,0.0663,181.8821,0.0663,209.9015,0.0663,207.7716,0.0663,177.6928,0.0663,192.8497,0.0663,164.1405,0.0663,179.2597,0.0663,218.5384,0.0663,165.3082,0.0663,297.4441,0.0663,196.6353,0.0663,177.8887,0.0663,267.368,0.0663,309.2616,0.0663,254.1898,0.0663,215.7814,0.0663,293.4648,0.0663,176.8978,0.0663,164.6697,0.0663,370.4334,0.0663,161.08,0.0663,184.4852,0.0663,240.2936,0.0663,254.0122,0.0663,545.1028,0.0663,347.6584,0.0663,389.8353,0.0663,173.2843,0.0663,449.5187,0.0663,163.7899,0.0663,297.8083,0.0663,291.3297,0.0663,327.8105,0.0663,165.4149,0.0663,246.9161,0.0663,230.0415,0.0663,251.864,0.0663,248.2616,0.0663,261.2884,0.0663,202.6891,0.0663,296.0073,0.0663,246.6336,0.0663,248.0373,0.0663,209.4902,0.0663,201.9296,0.0663,231.8053,0.0663,232.4879,0.0663,159.1528,0.0663,294.2113,0.0663,165.0604,0.0663,154.7605,0.0663,166.4167,0.0663,237.8849,0.0663,251.4774,0.0663,278.6636,0.0663,153.0032,0.0663,560.2622,0.0663,298.7625,0.0663,155.5343,0.0663,176.9129,0.0663,268.624,0.0663,364.8878,0.0663,188.0153,0.0663,244.7963
0.1326,568.3935,0.1326,163.7051,0.1326,445.4365,0.1326,177.0186,0.1326,188.515,0.1326,389.4143,0.1326,479.2917,0.1326,181.7561,0.1326,174.6899,0.1326,204.0291,0.1326,153.2416,0.1326,165.134,0.1326,177.5009,0.1326,220.6749,0.1326,268.5204,0.1326,201.0418,0.1326,264.0551,0.1326,285.9771,0.1326,372.0139,0.1326,148.7101,0.1326,180.6449,0.1326,321.4217,0.1326,208.9421,0.1326,173.173,0.1326,229.0764,0.1326,198.5021,0.1326,180.8335,0.1326,161.4257,0.1326,189.9761,0.1326,255.7849,0.1326,194.0764,0.1326,302.0772,0.1326,205.854,0.1326,283.244,0.1326,219.7935,0.1326,214.9803,0.1326,183.4966,0.1326,220.1233,0.1326,203.5271,0.1326,183.8395,0.1326,198.6115,0.1326,167.3045,0.1326,181.1882,0.1326,224.7888,0.1326,161.8982,0.1326,278.4935,0.1326,216.0372,0.1326,180.8428,0.1326,244.7388,0.1326,311.7038,0.1326,248.2458,0.1326,222.52,0.1326,256.8632,0.1326,192.0385,0.1326,169.1886,0.1326,376.5667,0.1326,167.2564,0.1326,196.1867,0.1326,240.1826,0.1326,243.2261,0.1326,502.3845,0.1326,305.8357,0.1326,348.9387,0.1326,177.6492,0.1326,488.8445,0.1326,165.6384,0.1326,286.5627,0.1326,306.3747,0.1326,330.5249,0.1326,166.9525,0.1326,247.6216,0.1326,218.9728,0.1326,252.4238,0.1326,238.2121,0.1326,266.1812,0.1326,208.5015,0.1326,261.6638,0.1326,234.3542,0.1326,246.6643,0.1326,230.3381,0.1326,199.9995,0.1326,220.0556,0.1326,239.0163,0.1326,162.8549,0.1326,363.0026,0.1326,165.7535,0.1326,159.4381,0.1326,170.7471,0.1326,268.347,0.1326,244.2318,0.1326,275.6404,0.1326,156.0463,0.1326,496.2094,0.1326,271.8213,0.1326,154.5705,0.1326,180.1406,0.1326,252.9582,0.1326,357.1927,0.1326,200.0385,0.1326,271.8273
0.1989,625.5823,0.1989,162.9737,0.1989,395.9913,0.1989,180.977,0.1989,184.4495,0.1989,330.116,0.1989,486.3482,0.1989,181.3582,0.1989,169.0196,0.1989,200.6432,0.1989,160.2021,0.1989,169.4784,0.1989,179.7735,0.1989,208.2859,0.1989,235.1793,0.1989,203.0556,0.1989,272.066,0.1989,273.6086,0.1989,349.0858,0.1989,151.5341,0.1989,188.9202,0.1989,307.5735,0.1989,203.83,0.1989,176.8209,0.1989,206.2769,0.1989,198.2457,0.1989,185.9917,0.1989,166.9909,0.1989,201.6973,0.1989,238.3432,0.1989,191.9924,0.1989,245.2725,0.1989,205.4876,0.1989,270.1362,0.1989,232.4556,0.1989,217.8872,0.1989,200.7124,0.1989,221.0864,0.1989,195.696,0.1989,185.239,0.1989,199.1297,0.1989,165.068,0.1989,190.3664,0.1989,225.353,0.1989,165.1525,0.1989,234.7952,0.1989,215.0081,0.1989,182.7881,0.1989,221.314,0.1989,279.0072,0.1989,243.5338,0.1989,221.8454,0.1989,224.9087,0.1989,198.7923,0.1989,170.8774,0.1989,348.0593,0.1989,172.5516,0.1989,199.7843,0.1989,224.389,0.1989,219.5779,0.1989,416.803,0.1989,248.8538,0.1989,270.1646,0.1989,180.7031,0.1989,432.4408,0.1989,168.1679,0.1989,264.0282,0.1989,289.3925,0.1989,296.9053,0.1989,168.015,0.1989,223.9096,0.1989,199.6729,0.1989,235.9915,0.1989,218.6945,0.1989,254.8774,0.1989,211.3019,0.1989,227.4401,0.1989,221.4005,0.1989,221.336,0.1989,253.7997,0.1989,208.2532,0.1989,199.1663,0.1989,233.3206,0.1989,171.0764,0.1989,416.7036,0.1989,168.8819,0.1989,163.0727,0.1989,174.6406,0.1989,298.1991,0.1989,225.7197,0.1989,257.6257,0.1989,162.661,0.1989,373.9722,0.1989,248.1478,0.1989,156.4551,0.1989,184.3118,0.1989,232.0026,0.1989,314.7393,0.1989,213.6861,0.1989,282.1917
0.2652,633.5999,0.2652,164.1739,0.2652,326.1106,0.2652,186.6535,0.2652,180.1944,0.2652,247.5158,0.2652,447.3047,0.2652,183.5843,0.2652,166.9041,0.2652,211.1853,0.2652,160.6893,0.2652,177.2058,0.2652,183.0758,0.2652,203.7069,0.2652,234.696,0.2652,202.7055,0.2652,259.2022,0.2652,232.9153,0.2652,294.2406,0.2652,154.6585,0.2652,194.7996,0.2652,303.7195,0.2652,200.8045,0.2652,174.8797,0.2652,201.3303,0.2652,199.559,0.2652,194.8383,0.2652,172.0973,0.2652,203.528,0.2652,214.2725,0.2652,196.0581,0.2652,215.1599,0.2652,201.7511,0.2652,245.8798,0.2652,241.917,0.2652,227.7667,0.2652,221.5581,0.2652,231.1992,0.2652,188.5132,0.2652,188.7399,0.2652,200.1826,0.2652,164.1246,0.2652,197.2076,0.2652,234.3744,0.2652,166.5702,0.2652,197.4127,0.2652,210.1803,0.2652,192.8712,0.2652,198.7818,0.2652,233.6314,0.2652,239.8044,0.2652,214.8999,0.2652,211.2386,0.2652,195.532,0.2652,173.5438,0.2652,313.1596,0.2652,177.8975,0.2652,193.6656,0.2652,210.5675,0.2652,200.5374,0.2652,363.6132,0.2652,220.6297,0.2652,217.1582,0.2652,178.0549,0.2652,318.5578,0.2652,172.3621,0.2652,265.4829,0.2652,265.7442,0.2652,264.7435,0.2652,168.1727,0.2652,200.1578,0.2652,189.7358,0.2652,213.1158,0.2652,199.5737,0.2652,240.3904,0.2652,213.6076,0.2652,205.2763,0.2652,218.0109,0.2652,196.9854,0.2652,261.6428,0.2652,209.9758,0.2652,187.3519,0.2652,206.9938,0.2652,168.9147,0.2652,406.9848,0.2652,169.8137,0.2652,164.4306,0.2652,178.2989,0.2652,313.4286,0.2652,206.8136,0.2652,232.5195,0.2652,164.4061,0.2652,284.3025,0.2652,236.6529,0.2652,160.7951,0.2652,192.4535,0.2652,212.7103,0.2652,265.1736,0.2652,230.8674,0.2652,280.2417
0.3316,628.69,0.3316,169.1059,0.3316,267.3727,0.3316,189.9057,0.3316,176.4694,0.3316,196.8457,0.3316,420.021,0.3316,180.9157,0.3316,167.7,0.3316,220.8004,0.3316,160.4364,0.3316,178.7534,0.3316,190.782,0.3316,207.7292,0.3316,242.0473,0.3316,199.9928,0.3316,234.199,0.3316,218.1774,0.3316,245.1786,0.3316,154.5882,0.3316,196.5691,0.3316,316.3465,0.3316,203.5923,0.3316,179.2349,0.3316,195.3027,0.3316,197.9552,0.3316,197.5086,0.3316,173.6229,0.3316,215.0866,0.3316,203.102,0.3316,199.72,0.3316,199.6547,0.3316,207.4978,0.3316,228.5424,0.3316,261.2142,0.3316,233.6193,0.3316,241.926,0.3316,236.977,0.3316,182.9127,0.3316,191.4384,0.3316,203.233,0.3316,163.9122,0.3316,207.1646,0.3316,242.4528,0.3316,168.1864,0.3316,179.6556,0.3316,194.7924,0.3316,203.9414,0.3316,189.2507,0.3316,205.8787,0.3316,231.1443,0.3316,210.415,0.3316,218.5742,0.3316,185.9781,0.3316,174.816,0.3316,282.3906,0.3316,178.9635,0.3316,185.9282,0.3316,202.4664,0.3316,194.2571,0.3316,406.1528,0.3316,208.3171,0.3316,201.4539,0.3316,177.0325,0.3316,232.7642,0.3316,173.338,0.3316,289.4044,0.3316,234.1311,0.3316,235.839,0.3316,167.2132,0.3316,183.7234,0.3316,185.7192,0.3316,197.7583,0.3316,183.5467,0.3316,232.6918,0.3316,210.9244,0.3316,196.4055,0.3316,218.8853,0.3316,182.9639,0.3316,258.1133,0.3316,212.1834,0.3316,177.7369,0.3316,186.8587,0.3316,177.7609,0.3316,329.8606,0.3316,173.2059,0.3316,164.9741,0.3316,179.3963,0.3316,306.144,0.3316,187.6958,0.3316,234.5811,0.3316,172.7733,0.3316,237.3696,0.3316,231.5449,0.3316,158.844,0.3316,196.6112,0.3316,201.4155,0.3316,231.3795,0.3316,268.179,0.3316,262.3542
0.3979,628.555,0.3979,179.8138,0.3979,230.555,0.3979,196.0401,0.3979,175.1348,0.3979,178.3513,0.3979,461.3759,0.3979,181.6302,0.3979,169.2616,0.3979,226.4859,0.3979,156.9299,0.3979,186.4746,0.3979,199.1815,0.3979,204.8925,0.3979,263.8559,0.3979,200.855,0.3979,212.2103,0.3979,212.4405,0.3979,215.0426,0.3979,152.8057,0.3979,202.1018,0.3979,332.4881,0.3979,206.9854,0.3979,183.7092,0.3979,198.3647,0.3979,198.5742,0.3979,197.6172,0.3979,179.7139,0.3979,222.6698,0.3979,204.8415,0.3979,206.4208,0.3979,197.8418,0.3979,204.9354,0.3979,224.1204,0.3979,271.4557,0.3979,232.7349,0.3979,258.1329,0.3979,233.936,0.3979,191.0422,0.3979,200.5567,0.3979,207.3164,0.3979,164.7242,0.3979,213.7748,0.3979,244.2573,0.3979,170.7128,0.3979,172.8943,0.3979,190.5333,0.3979,216.2585,0.3979,189.7741,0.3979,196.5798,0.3979,217.7535,0.3979,205.3262,0.3979,220.0762,0.3979,179.5263,0.3979,176.5351,0.3979,255.6775,0.3979,182.4861,0.3979,181.5199,0.3979,202.6869,0.3979,190.6397,0.3979,530.5453,0.3979,203.7491,0.3979,198.2955,0.3979,177.5437,0.3979,198.4298,0.3979,175.7382,0.3979,319.7211,0.3979,218.3242,0.3979,215.8652,0.3979,170.5816,0.3979,170.4461,0.3979,186.4796,0.3979,189.7554,0.3979,179.6126,0.3979,226.7585,0.3979,214.0085,0.3979,192.08,0.3979,220.9371,0.3979,176.6646,0.3979,235.7488,0.3979,218.7572,0.3979,177.1853,0.3979,179.4543,0.3979,184.1176,0.3979,269.203,0.3979,174.1741,0.3979,170.1763,0.3979,186.6101,0.3979,279.6418,0.3979,178.9492,0.3979,270.9251,0.3979,178.7181,0.3979,225.8814,0.3979,224.958,0.3979,162.9553,0.3979,203.4436,0.3979,194.6698,0.3979,216.3073,0.3979,344.8592,0.3979,244.0093
0.4642,634.1429,0.4642,177.914,0.4642,220.1048,0.4642,202.4873,0.4642,179.1913,0.4642,173.5954,0.4642,549.9175,0.4642,187.3266,0.4642,169.2682,0.4642,223.5773,0.4642,156.7001,0.4642,187.7925,0.4642,204.689,0.4642,199.9163,0.4642,304.0394,0.4642,198.7917,0.4642,192.181,0.4642,208.2703,0.4642,214.8754,0.4642,156.3318,0.4642,202.1582,0.4642,342.9078,0.4642,207.3102,0.4642,185.9621,0.4642,199.3923,0.4642,198.4104,0.4642,202.2592,0.4642,178.2828,0.4642,225.9951,0.4642,199.2149,0.4642,212.8312,0.4642,193.7627,0.4642,203.8292,0.4642,220.5201,0.4642,272.0898,0.4642,235.1928,0.4642,250.8134,0.4642,232.9345,0.4642,188.5514,0.4642,202.9578,0.4642,201.4554,0.4642,170.0364,0.4642,219.3202,0.4642,248.3691,0.4642,169.1038,0.4642,171.3999,0.4642,185.8471,0.4642,232.028,0.4642,191.3725,0.4642,195.4132,0.4642,199.9388,0.4642,211.3915,0.4642,215.4057,0.4642,176.1301,0.4642,174.6701,0.4642,237.872,0.4642,187.6932,0.4642,174.4917,0.4642,202.6547,0.4642,188.5114,0.4642,627.3714,0.4642,204.5381,0.4642,192.6545,0.4642,175.6022,0.4642,185.5558,0.4642,181.6356,0.4642,324.4464,0.4642,211.2203,0.4642,208.1673,0.4642,172.4772,0.4642,168.5884,0.4642,183.2902,0.4642,190.3147,0.4642,181.5535,0.4642,227.1925,0.4642,220.1294,0.4642,186.8653,0.4642,227.2423,0.4642,174.5985,0.4642,210.6172,0.4642,221.9877,0.4642,179.8145,0.4642,183.4385,0.4642,186.8861,0.4642,238.4232,0.4642,178.6981,0.4642,171.1273,0.4642,192.4034,0.4642,256.2087,0.4642,176.9902,0.4642,326.7379,0.4642,187.3292,0.4642,214.6902,0.4642,216.6404,0.4642,164.8121,0.4642,207.9264,0.4642,195.2642,0.4642,206.929,0.4642,419.9325,0.4642,230.2774
0.5305,623.2139,0.5305,179.8529,0.5305,216.1991,0.5305,204.113,0.5305,179.7119,0.5305,167.1546,0.5305,618.3546,0.5305,188.1001,0.5305,171.4107,0.5305,229.7963,0.5305,160.3358,0.5305,189.7199,0.5305,207.1259,0.5305,209.9785,0.5305,365.1855,0.5305,198.6981,0.5305,185.573,0.5305,199.0047,0.5305,216.6066,0.5305,157.375,0.5305,203.132,0.5305,335.2821,0.5305,207.6847,0.5305,191.2001,0.5305,187.1751,0.5305,204.1318,0.5305,201.6375,0.5305,182.3774,0.5305,233.5024,0.5305,198.5023,0.5305,210.9327,0.5305,190.8268,0.5305,209.8778,0.5305,217.7013,0.5305,258.8492,0.5305,237.4504,0.5305,236.8946,0.5305,236.3276,0.5305,184.632,0.5305,211.0708,0.5305,195.8199,0.5305,172.4673,0.5305,218.9677,0.5305,243.6346,0.5305,170.2773,0.5305,172.979,0.5305,183.2097,0.5305,249.5536,0.5305,194.6387,0.5305,193.3174,0.5305,192.9493,0.5305,222.8801,0.5305,209.9611,0.5305,176.6755,0.5305,172.4811,0.5305,227.3263,0.5305,190.5468,0.5305,170.6882,0.5305,209.096,0.5305,185.7811,0.5305,610.125,0.5305,198.4313,0.5305,192.865,0.5305,177.1186,0.5305,181.0689,0.5305,183.2936,0.5305,289.4116,0.5305,204.1375,0.5305,200.6913,0.5305,174.0564,0.5305,168.0672,0.5305,186.6755,0.5305,187.8595,0.5305,185.1146,0.5305,228.5612,0.5305,221.8311,0.5305,177.225,0.5305,240.9776,0.5305,173.8676,0.5305,195.855,0.5305,225.1704,0.5305,179.5709,0.5305,186.3851,0.5305,201.1875,0.5305,236.4571,0.5305,185.007,0.5305,171.1377,0.5305,195.5688,0.5305,235.5286,0.5305,178.0912,0.5305,390.0403,0.5305,190.0036,0.5305,206.9079,0.5305,206.1166,0.5305,167.1311,0.5305,224.095,0.5305,191.6733,0.5305,200.8352,0.5305,431.5074,0.5305,222.2745
0.5968,593.8274,0.5968,186.2224,0.5968,215.0036,0.5968,205.2339,0.5968,183.5895,0.5968,166.1093,0.5968,596.1967,0.5968,188.2352,0.5968,167.1779,0.5968,235.3035,0.5968,164.6062,0.5968,197.8726,0.5968,216.21,0.5968,205.8382,0.5968,404.9173,0.5968,204.5758,0.5968,180.003,0.5968,200.7292,0.5968,207.1966,0.5968,159.4733,0.5968,213.0134,0.5968,330.4412,0.5968,213.1727,0.5968,192.2837,0.5968,189.9288,0.5968,207.3077,0.5968,201.1561,0.5968,180.8776,0.5968,246.1237,0.5968,196.1314,0.5968,212.5604,0.5968,193.9796,0.5968,215.6379,0.5968,211.7699,0.5968,236.422,0.5968,237.9724,0.5968,217.9789,0.5968,241.8779,0.5968,182.7406,0.5968,220.6187,0.5968,198.4208,0.5968,171.4962,0.5968,232.7972,0.5968,238.2907,0.5968,174.4931,0.5968,167.9735,0.5968,181.6025,0.5968,285.1207,0.5968,201.8052,0.5968,193.8404,0.5968,186.7776,0.5968,234.0611,0.5968,204.1877,0.5968,177.1796,0.5968,170.7372,0.5968,223.9063,0.5968,198.675,0.5968,169.9407,0.5968,211.0903,0.5968,184.9691,0.5968,497.501,0.5968,197.2745,0.5968,189.1807,0.5968,181.3888,0.5968,179.4075,0.5968,187.4759,0.5968,246.9697,0.5968,204.3436,0.5968,190.5867,0.5968,176.2306,0.5968,165.369,0.5968,189.2299,0.5968,189.5038,0.5968,184.9209,0.5968,225.9199,0.5968,229.7657,0.5968,174.3961,0.5968,251.3135,0.5968,171.8417,0.5968,188.7627,0.5968,229.2636,0.5968,179.5284,0.5968,187.5243,0.5968,206.4218,0.5968,238.6579,0.5968,185.0907,0.5968,174.7002,0.5968,206.6522,0.5968,223.3253,0.5968,176.1494,0.5968,401.7984,0.5968,186.399,0.5968,203.1973,0.5968,198.6754,0.5968,168.303,0.5968,245.0455,0.5968,186.6851,0.5968,195.6119,0.5968,383.2362,0.5968,218.737
